index,category,clean_skills
943,Sales,"['Requirements Analysis', 'Java Enterprise Edition', 'Java', 'Business Development', 'Strategy', 'Marketing Strategy', 'Market Research', 'Pre-sales', 'Unix Shell Scripting', 'PL/SQL', 'Core Java', 'Unix', 'Oracle', 'JSP', 'JavaScript', 'C', 'Databases', 'MySQL']"
944,Sales,"['Inside Sales', 'customer success', 'Business Development']"
945,Sales,"['sales and marketing', 'commercial training', 'Project Management', 'Instructional Design', 'Sales Process', 'Performance Management', 'Management Consulting', 'Business Development', 'Strategy', 'Business Strategy', 'Sales', 'Sales Management', 'Market Research', 'Key Account Management', 'Talent Acquisition', 'CRM', 'Marketing', 'Executive Coaching', 'Team Leadership', 'Team Management', 'Management', 'Negotiation', 'Training', 'Team Building', 'Employee Engagement', 'Talent Management', 'Sales Leadership Training', 'Engineering Change Management', 'B2B Marketing Strategy', 'Business Consulting', 'New Business Development']"
946,Sales,"['Petroleum', 'Energy', 'Oil/Gas']"
947,Sales,"['Microsoft Excel', 'Microsoft Office', 'Customer Service', 'Business Development', 'Choreography', 'Dance', 'Customer Experience', 'Sales Management', 'Strategic Planning', 'PowerPoint', 'Microsoft Word', 'Windows', 'Microsoft PowerPoint', 'Microsoft Outlook', 'Management', 'Team Management', 'Leadership', 'Training', 'Teamwork', 'Communication', 'Team Building', 'Team Leadership', 'Time Management', 'Presentations', 'English', 'Ballroom Dance']"
948,Sales,"['Sales Operations', 'Sales', 'Dairy', 'FMCG', 'Market Research', 'Business Development', 'Agribusiness', 'Strategy', 'Business Planning', 'Business Strategy', 'Market Planning', 'Marketing', 'Fast-Moving Consumer Goods \\(FMCG\\)', 'Rural Development', 'Product Development', 'Sales Management', 'Account Management', 'Channel Sales', 'Team Management', 'Distributed Team Management', 'Management', 'Rural Marketing', 'Channel']"
949,Sales,"['Microsoft Office', 'Microsoft Excel', 'Chemical Engineering', 'Chemistry', 'Engineering', 'Product Development', 'HPLC', 'Research', 'Business Strategy', 'Business Development', 'Marketing', 'Market Research', 'Go-to-market Strategy', 'Marketing Strategy', 'Customer Relationship Management \\(CRM\\)', 'Microsoft Word', 'PowerPoint', 'Matlab', 'C', 'C++', 'Windows', 'Photoshop', 'Microsoft PowerPoint', 'Teamwork', 'Team Management', 'Management', 'English', 'Reaction Engineering', 'Distillation']"
950,Sales,"['Business Development', 'Team Management', 'Business Strategy', 'Product Development', 'Sales Management', 'Marketing Strategy', 'Marketing', 'Customer Relationship Management \\(CRM\\)', 'Strategic Planning', 'Strategic Business Planning', 'Marketing Management', 'Key Account Management', 'Product Management', 'Branding & Identity', 'Digital Marketing', 'Six Sigma', 'Key Account Development', 'Advertising', 'Change Management', 'Business Process Improvement', 'Digital Media', 'Account Management', 'Market Research', 'Analytical Skills', 'Troubleshooting', 'Negotiation', 'Leadership', 'Management', 'Coaching', 'Training', 'Cross-functional Team Leadership', 'University Teaching', 'NPI Management', 'Aftersales', 'Technical Product Sales', 'Channel Deve']"
951,Sales,['']
952,Sales,"['Product Development', 'Engineering', 'Negotiation']"
953,Sales,"['Sales', 'Customer Service', 'Market Research']"
954,Sales,"['Management', 'Team Management', 'Project Planning', 'Business Development', 'Market Research', 'Marketing Management', 'Business Strategy', 'Business Analysis', 'Marketing Strategy', 'Business Planning', 'Customer Service', 'New Business Development']"
955,Sales,['']
956,Sales,['']
957,Sales,['']
958,Sales,['']
959,Sales,"['Market Research', 'Business Strategy', 'New Business Development']"
960,Sales,['']
961,Sales,"['Airlines', 'Business Travel', 'Travel Management']"
962,Sales,"['Business Development', 'CRM', 'Team Management', 'Key Account Management', 'Customer Satisfaction', 'Marketing', 'Strategy', 'Event Management', 'Sales Management', 'Customer Relationship Management \\(CRM\\)', 'Online Marketing', 'Proposal Writing', 'Digital Marketing', 'Online Advertising', 'Direct Marketing', 'Market Planning', 'Talent Acquisition', 'Recruiting', 'Analysis', 'Market Research', 'Integrated Marketing', 'Advertising', 'Sales', 'Business Strategy', 'Marketing Strategy', 'Account Management', 'Marketing Communications', 'Channel Partners', 'Social Media Marketing', 'Strategic Planning', 'Business Analysis', 'Project Management', 'Competitive Analysis', 'E-commerce', 'Business Planning', 'SEO', 'Management', 'Sourcing', 'Con']"
963,Sales,"['Business Development', 'Management', 'Account Management']"
964,Sales,"['Negotiation', 'Team Management', 'Business Development', 'Real Estate', 'Real Estate Development', 'Marketing Strategy', 'Business Strategy', 'Market Research', 'Investment Properties', 'Sales', 'Land Acquisition', 'Property Management', 'Real Estate Transactions', 'Strategic Planning', 'Marketing', 'Residential Homes', 'Selling', 'Project Planning', 'Marketing Communications', 'Investments', 'Leases', 'Investors', 'New Business Development', 'Property']"
965,Sales,['']
966,Sales,"['Energy', 'Petroleum', 'Gas']"
967,Sales,"['Digital Marketing', 'Online Advertising', 'E-commerce', 'Affiliate Marketing', 'Online Marketing', 'Marketing', 'Email Marketing', 'SEM', 'Brand Management', 'PPC', 'Web Marketing', 'Advertising', 'Social Media', 'Digital Strategy', 'Media Buying', 'Mobile Applications', 'Media Planning', 'Web Analytics', 'Mobile Marketing', 'SMO', 'Mobile Advertising', 'Search Engine Marketing \\(SEM\\)', 'Pay Per Click \\(PPC\\)', 'Management', 'Lead Generation', 'Mobile Commerce', 'M-commerce']"
968,Sales,"['Automotive', 'Automobile', 'Sales Operations', 'Sales', 'Sales Management', 'Sales Process', 'Business Planning', 'Marketing', 'Product Development', 'Marketing Strategy', 'Competitive Analysis', 'Business Strategy', 'CRM', 'Team Building', 'Management', 'Training', 'Team Management']"
969,Sales,['']
970,Sales,"['Mobile Communications', 'Online Marketing', 'Customer Support']"
971,Sales,['']
972,Sales,"['Pharmaceutical Sales', 'Pharmaceutical Industry', 'Sales Effectiveness']"
973,Sales,['']
974,Sales,"['Team Management', 'Marketing', 'Microsoft Office', 'Market Research', 'Marketing Strategy', 'Business Strategy', 'Media Planning', 'Advertising', 'Corporate Communications', 'Business Development', 'Digital Marketing', 'Content Management', 'Vendor Relationship Management', 'Internal Communications', 'Brand Management', 'Branding & Identity', 'Corporate Identity', 'Campaign Management', 'Event Management', 'Corporate Events', 'Facebook Marketing', 'Editing', 'Content Strategy', 'Communications Planning', 'Press Releases', 'Public Relations', 'Web Content Writing', 'Email Marketing', 'Event Planning', 'Writing', 'Creative Writing', 'Microsoft Excel', 'PowerPoint', 'Windows', 'Microsoft Word', 'Negotiation', 'Management', 'Communication,']"
975,Sales,"['Strategy', 'Leadership', 'Cross-functional Team Leadership', 'Product Management', 'Product Marketing', 'Analytics', 'Business Development', 'Marketing', 'Digital Marketing', 'Marketing Strategy', 'Business Strategy', 'Entrepreneurship', 'Market Research', 'Program Management', 'Sales', 'Product Development', 'Analysis', 'Business Process', 'Management Consulting', 'Speech Writing', 'Competitive Analysis', 'Professional Services', 'Mergers & Acquisitions', 'Solution Selling', 'Integration', 'Go-to-market Strategy', 'Writing', 'Integrated Marketing', 'Demand Generation', 'Project Planning', 'Semiconductor Industry', 'Telecommunications', 'Strategy Development', 'Enterprise Software', 'SaaS', 'Management', 'Public Speaking', 'Thought Leader']"
976,Sales,['']
977,Sales,"['Microsoft Excel', 'PowerPoint', 'Marketing']"
978,Sales,"['Management', 'Marketing', 'Sales']"
979,Sales,"['Selling', 'Real Estate', 'Negotiation']"
980,Sales,"['Marketing Strategy', 'Management Consulting', 'Pricing Strategy']"
981,Sales,"['ITIL', 'Outsourcing', 'IT Service Management', 'IT Strategy', 'Project Management', 'IT Management', 'IT Operations', 'Telecommunications', 'SAP Implementation', 'Vendor Management', 'ERP', 'Call Centers', 'Call Center', 'Enterprise Resource Planning \\(ERP\\)', 'Agile Product Owner', 'Sales', 'Marketing', 'Product Development', 'Pre-sales', 'Business Process', 'Change Management', 'SAP', 'SharePoint', 'SAP R/3', 'SAP ERP', 'Microsoft Exchange', 'SAP Products', 'Leadership', 'Team Management', 'Management', 'Employee Training', 'Process Improvement']"
982,Sales,['']
1030,Consultant,"['Outsourcing', 'Technical Support', 'SAP Products']"
1031,Consultant,"['Consulting', 'E-commerce', 'Project Management']"
1032,Consultant,"['Microsoft Office', 'Management', 'Leadership']"
1034,Consultant,"['Employee Engagement', 'Human Resources', 'HRIS']"
1036,Consultant,"['Training', 'Risk Management', 'Management Consulting']"
1038,Consultant,"['AutoCAD', 'ArcGIS', 'ERDAS Imagine']"
1040,Consultant,"['Executive Search', 'Screening', 'Human Resources']"
1041,Consultant,"['Team Management', 'Management', 'Vendor Management']"
1042,Consultant,"['Human Resources', 'Recruiting', 'Temporary Placement']"
1043,Consultant,"['Pre-sales', 'Solution Selling', 'Team Management']"
1044,Consultant,"['Microsoft Office', 'Customer Service', 'Leadership', 'Recruiting', 'Technical Recruiting', 'Recruitment', 'placement Consultants', 'H R', 'Divya placement ', 'Manpower', 'Manpower Consultant']"
1045,Consultant,['']
1046,Consultant,"['Pre-sales', 'Solution Selling', 'Team Management']"
1047,Consultant,"['Team Management', 'Sourcing', 'Sales&Marketing']"
1048,Consultant,"['Automotive', 'Six Sigma', 'Quality Assurance']"
1049,Consultant,"['Team Management', 'Business Analysis', 'Business Strategy', 'CRM', 'Business Development', 'Business Process', 'Business Intelligence', 'Change Management', 'Requirements Analysis', 'ERP', 'Customer Relationship Management \\(CRM\\)', 'Management', 'Soft Skills', 'Team Building', 'Training']"
1050,Consultant,['HR Management']
1051,Consultant,"['Project Planning', 'Mentoring', 'Proposal Writing', 'Research', 'Nonprofit Organizations', 'Program Management', 'Project Management', 'Strategic Planning', 'Public Speaking', 'Fundraising', 'Leadership', 'Teaching', 'Community Development']"
1052,Consultant,['']
1053,Consultant,['']
1054,Consultant,"['AutoCAD', 'Electrical Design', 'Electrical Engineering']"
1055,Consultant,['']
1056,Consultant,['']
1057,Consultant,['']
1058,Consultant,['']
1059,Consultant,['']
1060,Consultant,['']
1061,Consultant,['']
1062,Consultant,['']
1063,Consultant,['']
1064,Consultant,['']
1065,Consultant,['']
1066,Consultant,"['Hospitality Management', 'Hotels', 'Hospitality', 'Food & Beverage', 'Hotel Management', 'Front Office', 'Menu Development', 'Event Management', 'Catering', 'Pre-opening', 'Rooms Division', 'Restaurant Management', 'Culinary Skills', 'Revenue Analysis', 'Fine Dining', 'Yield Management', 'Banquet Operations', 'Food Safety', 'Cost Control', 'Customer Satisfaction', 'Human Resources', 'Opening Hotels', 'Budgeting', 'Business Development', 'Cooking', 'Microsoft Office', 'Microsoft Excel', 'Property Management Systems', 'Customer Service', 'Management', 'Team Building', 'Team Management', 'Guest Service Management', 'Leadership', 'Hospitality Industry', 'Restaurants', 'Resorts', 'Quick service restaurant ', 'Menu Costing', 'Menu Engin']"
1067,Consultant,['']
1068,Consultant,['']
1069,Consultant,['']
1070,Consultant,['']
1071,Consultant,['']
1072,Consultant,['']
1073,Consultant,"['US GAAP', 'Finance', 'Financial Analysis']"
1074,Consultant,['']
1075,Consultant,['']
1076,Consultant,['']
1077,Consultant,['']
1078,Consultant,['']
1079,Consultant,['']
1080,Consultant,['']
1081,Consultant,['']
1082,Consultant,['']
1083,Consultant,['']
1093,Digital Media,['']
1094,Digital Media,"['Social Media Marketing', 'Mobile Application Development', 'Website Developer']"
1095,Building & Construction,['']
1096,Digital Media,"['Google Adwords', 'Bing Ads', 'Facebook Marketing']"
1097,Building & Construction,['']
1098,Digital Media,['']
1099,Building & Construction,['']
1100,Digital Media,"['SEO', 'SEM', 'PPC', 'Digital Marketing', 'Conversion Optimization', 'Online Advertising', 'SMO', 'Web Design', 'Online Marketing', 'Digital Media', 'Content Strategy', 'Email Marketing', 'Web Analytics', 'Social Media Marketing', 'Marketing', 'Business Development', 'E-commerce', 'Affiliate Marketing', 'Search Engine Optimization \\(SEO\\)', 'Search Engine Marketing \\(SEM\\)', 'Web Marketing', 'SEO copywriting', 'Account Management', 'Digital Strategy', 'Marketing Research', 'Website Development', 'Search Advertising', 'Display Advertising', 'Pay Per Click \\(PPC\\)', 'Competitive Analysis', 'Integrated Marketing', 'Social Media Optimization \\(SMO\\)', 'Web Development', 'Google Analytics', 'Google Adwords', 'WordPress', 'Google Webmaster Tools', 'Goog']"
1101,Building & Construction,['']
1102,Digital Media,"['Digital Marketing', 'Digital Media', 'Online Advertising']"
1103,Building & Construction,"['AutoCAD', 'Surveying', 'foundation marking']"
1104,Digital Media,['']
1105,Building & Construction,"['Procurement', 'Materials', 'Construction']"
1106,Digital Media,"['Digital Marketing', 'Online Reputation Management', 'Web Development']"
1107,Building & Construction,"['Project Planning', 'Project Management', 'Procurement', 'Construction Management', 'Project Estimation', 'Construction', 'Contract Management', 'Submittals', 'Change Orders', 'LEED', 'Mixed-use', 'Business Development', 'PMP', 'Strategic Planning', 'Business Strategy', 'Value Engineering', 'Pre-construction', 'Green Building', 'Real Estate Development', 'Architectural Design', 'LEED AP', 'Risk Management', 'Land Development', 'CPM Scheduling', 'Vendor Management', 'Comprehensive Planning', 'Leadership in Energy and Environmental Design \\(LEED\\)', 'Primavera P6', 'Microsoft Project', 'MS Project', 'Management', 'Negotiation']"
1108,Digital Media,['']
1109,Building & Construction,['']
1110,Digital Media,"['Digital Media', 'Digital Marketing', 'Social Media Marketing', 'Social Media', 'Online Marketing', 'Blogging', 'Digital Strategy', 'Marketing Strategy', 'Entertainment', 'Online Advertising', 'Marketing Communications', 'Social Media Strategist', 'Social Networking', 'CRM', 'Social Media Measurement', 'Interactive Marketing', 'Mobile Marketing', 'SEO', 'Email Marketing', 'Brand Development', 'Account Management', 'Product Development', 'Product Management', 'Web Analytics', 'Talent Acquisition', 'Writing', 'Sales Management', 'Campaign Management', 'Content Management', 'Analytics', 'Website Development', 'Product Marketing', 'Web Project Management', 'User Experience', 'Customer Relations', 'Competitive Analysis', 'Web Content Management,']"
1111,Building & Construction,"['Management', 'Customer Service', 'Team Management']"
1112,Digital Media,['']
1113,Building & Construction,"['Construction', 'Project Planning', 'Construction Management', 'Contract Management', 'Value Engineering', 'Procurement', 'Project Management', 'Engineering', 'Project Estimation', 'Project Control', 'Concrete', 'Subcontracting', 'Project Engineering', 'Quantity Surveying', 'Inspection', 'Structural Engineering', 'Cost Management', 'Cost Control', 'Feasibility Studies', 'Project Coordination', 'Materials', 'Design Management', 'Operations Management', 'Budgets', 'Cost Engineering', 'Civil Engineering', 'Steel Structures', 'Drainage', 'CAD', 'Consulting', 'Commercial Management', 'Submittals', 'Project Bidding', 'MEP', 'Earthworks', 'Commissioning', 'AutoCAD', 'Primavera P6', 'Microsoft Project', 'Process Scheduler', 'Microsoft ']"
1114,Digital Media,['']
1115,Building & Construction,"['Construction', 'Project Planning', 'Construction Management', 'Contract Management', 'Value Engineering', 'Procurement', 'Project Management', 'Engineering', 'Project Estimation', 'Project Control', 'Concrete', 'Subcontracting', 'Project Engineering', 'Quantity Surveying', 'Inspection', 'Structural Engineering', 'Cost Management', 'Cost Control', 'Feasibility Studies', 'Project Coordination', 'Materials', 'Design Management', 'Operations Management', 'Budgets', 'Cost Engineering', 'Civil Engineering', 'Steel Structures', 'Drainage', 'CAD', 'Consulting', 'Commercial Management', 'Submittals', 'Project Bidding', 'MEP', 'Earthworks', 'Commissioning', 'AutoCAD', 'Primavera P6', 'Microsoft Project', 'Process Scheduler', 'Microsoft ']"
1116,Digital Media,"['Facebook Marketing Expert ', 'E-com Funnel Creator ', 'Social Media Marketing Consultant']"
1117,Building & Construction,"['Microsoft Office', 'Microsoft Excel', 'Microsoft PowerPoint']"
1118,Digital Media,"['Social Media Marketing', 'Digital Marketing', 'Marketing Strategy']"
1119,Building & Construction,['']
1120,Digital Media,"['Web Development', 'PHP', 'JavaScript', 'Web Services', 'Mobile Applications', 'Web Applications', 'E-commerce', 'CRM', 'Project Management', 'iOS development', 'Software Development', 'SEO', 'Agile Methodologies', 'Business Analysis', 'WordPress', 'jQuery', 'Joomla', 'HTML', 'AJAX', 'Wordpress', 'MySQL', 'CSS', 'CMS', 'HTML 5', 'Drupal', 'Apache', 'HTML5', 'XML', 'XHTML', 'Open Source', 'Web 2.0', 'LAMP', 'JSON', 'Twitter Bootstrap', 'Bootstrap', 'Android', 'Magento', 'SQL', 'Java', 'C++', 'Microsoft SQL Server', 'C', 'Team Management', 'Management', 'Team Leadership', 'Leadership', 'Opencart', 'Smarty', 'MVC', 'Facebook API']"
1121,Building & Construction,"['Subcontracting', 'Construction', 'Decks', 'Renovation', 'Project Management', 'Facilities Management', 'Design-Build', 'Construction Management', 'Contract Management', 'Bathrooms', 'Custom Built Decks', 'Kitchens', 'Bathrooms', 'Basements', 'Shelf Built-Ins', 'and more', 'Restoration,ceramic tile. Listed with Community Focus Online', 'Howard County']"
1122,Digital Media,"['Digital Marketing', 'Online Advertising', 'Product Marketing', 'CRM', 'Media Planning', 'Product Management', 'SEM', 'Web Analytics', 'Online Marketing', 'Strategy', 'Mobile Advertising', 'E-commerce', 'Digital Media', 'Competitive Analysis', 'Customer Relationship Management \\(CRM\\)', 'Campaign Strategy', 'Start-ups', 'Digital Advertising', 'Marketing', 'Consumer Insights', 'Advertising', 'Audience Segmentation', 'Product Strategy', 'Digital CRM']"
1123,Building & Construction,['']
1124,Digital Media,"['Search Engine Marketing \\(SEM\\)', 'Media Planning', 'Team Management']"
1125,Building & Construction,"['Construction', 'Civil Engineering', 'Real Estate']"
1126,Digital Media,"['Google Adwords', 'Digital Marketing', 'Digital Strategy', 'Online Advertising', 'Online Marketing', 'Social Media Marketing', 'SEO', 'Facebook Marketing', 'SEM', 'Business Development', 'Marketing', 'Analytics', 'Web Analytics', 'E-commerce', 'Mobile Marketing', 'Search Engine Optimization \\(SEO\\)', 'Social Media Management', 'Brand Management', 'Marketing Strategy', 'Analytical Skills', 'Content Marketing', 'Market Research', 'Pay Per Click \\(PPC\\)', 'Business Strategy', 'Website Development', 'Web Marketing', 'Account Management', 'Media Relations', 'Corporate Communications', 'Google Analytics', 'HTML', 'Management', 'Lead Generation', 'Team Management', 'leadership', 'Search Engine Technology', 'PPC Bid Management', 'Google Website Optimi']"
1127,Building & Construction,"['Building Materials', 'Building Maintenance', 'Building Surveying']"
1128,Digital Media,"['Digital Marketing', 'Market Research', 'Competitive Analysis', 'Brand Management', 'Strategy', 'Marketing Strategy', 'Marketing', 'Marketing Management', 'Online Marketing', 'Social Media Marketing', 'Marketing Research', 'Product Marketing', 'Advertising', 'Analytics', 'SEO', 'E-commerce', 'SEM', 'Media Planning', 'Team Management', 'Lead Generation']"
1129,Building & Construction,['Team Leadership']
1130,Digital Media,['Digital Marketing']
1131,Building & Construction,"['Construction', 'Residential Homes', 'Team Building']"
1132,Digital Media,"['Entrepreneurship', 'Mobile Applications', 'CRM', 'Business Development', 'Mobile Devices', 'Pre-sales', 'Product Management', 'Business Strategy', 'Competitive Analysis', 'Key Account Management', 'Strategy', 'Product Development', 'Channel Partners', 'Product Marketing', 'Sales', 'International Sales', 'Marketing Strategy', 'Market Analysis', 'Market Research', 'B2B', 'Start-ups', 'Account Management', 'VAS', 'Vendor Management', 'Consulting', 'Digital Marketing', 'Telecommunications', 'Go-to-market Strategy', 'Channel Sales', 'Cloud Computing', 'Sales Management', 'Mobile Marketing', 'Marketing', 'P&L Management', 'Brand Management', 'Customer Relationship Management \\(CRM\\)', 'Virtualization', 'Enterprise Software', 'Team Management\\']"
1133,Building & Construction,"['Construction', 'Construction Management', 'Contract Management']"
1134,Digital Media,"['Team Management', 'Market Research', 'Management', 'Research', 'Media Planning', 'Project Management', 'Media Buying', 'Digital Marketing', 'Online Marketing', 'Email Marketing', 'Media Relations', 'Business Development', 'Online Advertising', 'Search Engine Marketing \\(SEM\\)', 'Facebook Marketing', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'PowerPoint', 'Public Speaking', 'Leadership', 'Client Development', 'Teamwork', 'Time Management', 'Digital Communication Strategy']"
1135,Building & Construction,['']
1136,Digital Media,"['Public Speaking', 'International Relations', 'Project Management', 'Social Media', 'Political Science', 'Public Administration', 'PowerPoint', 'Microsoft PowerPoint', 'Fundraising', 'Troubleshooting reflexes', 'conscientuous']"
1137,Building & Construction,"['Construction', 'Residential Homes', 'Team Building']"
1138,Digital Media,['']
1139,Building & Construction,"['Construction', 'Construction Management', 'Contract Management']"
1140,Digital Media,"['Team Management', 'Business Analysis', 'Vendor Management']"
1141,Building & Construction,['']
1142,Digital Media,"['Strategic Planning', 'Marketing', 'Digital Marketing']"
1143,Building & Construction,"['Real Estate', 'Real Estate Development', 'Property Management']"
1144,Digital Media,"['Entrepreneurship', 'Social Media Marketing', 'Business Planning']"
1145,Building & Construction,['']
1146,Digital Media,"['Digital Marketing', 'Search Engine Optimization \\(SEO\\)', 'Social Media Optimization \\(SMO\\)', 'Social Media Marketing', 'Online Advertising', 'Marketing', 'Research', 'Strategic Planning', 'Project Management', 'Search Engine Marketing \\(SEM\\)', 'Analytics', 'Pay Per Click \\(PPC\\)', 'Blogging', 'Online Research', 'Business Analysis', 'Social Media', 'Market Research', 'Marketing Strategy', 'Google Analytics', 'Google Adwords', 'Website Promotion']"
1147,Building & Construction,"['Engineering', 'Civil Engineering', 'Construction', 'Project Planning', 'Procurement', 'Water', 'Highways', 'Concrete', 'Project Management', 'EPC', 'Contract Management', 'Project Engineering', 'Project Estimation', 'Construction Management', 'Road', 'CAD', 'Project Coordination', 'OPERATION MANAGEMENT', 'Operations Management', 'Rail', 'Power Plants', 'Primavera P6', 'MS Project', 'AutoCAD', 'Contractors']"
1148,Digital Media,"['Media Planning', 'Brand Management', 'Digital Media']"
1149,Building & Construction,"['Construction Management', 'AutoCAD', 'Civil Engineering']"
1150,Digital Media,"['Social Media Marketing', 'Marketing Strategy', 'Search Engine Optimization \\(SEO\\)']"
1151,Building & Construction,"['Architectural Design', 'Renovation', 'Construction']"
1152,Digital Media,"['Social Media Marketing', 'Social Media', 'Content Strategy', 'Strategic Communications', 'Marketing Communications', 'Brand Development', 'Publications', 'Magazines', 'Publishing', 'Content Development', 'Copywriting', 'Web Content', 'Blogging', 'Interior Design', 'Art', 'Fashion', 'Architecture', 'Project Management', 'Data Analysis', 'Marketing Strategy', 'Public Relations', 'Digital Marketing', 'Advertising', 'Search Engine Marketing \\(SEM\\)', 'Search Engine Optimization \\(SEO\\)', 'E-commerce', 'Reputation Management', 'Web Design', 'Digital Strategy', 'Digital Publishing', 'Content Marketing', 'Email Marketing', 'Integrated Marketing', 'Digital Media', 'Web Analytics', 'Conversion Optimization', 'Content Management', 'Social Media Optimiz']"
1153,Building & Construction,['']
1154,Digital Media,"['WordPress', 'Social Media', 'SEO', 'Advertising', 'Copywriting', 'Social Media Marketing', 'Marketing', 'Research', 'Digital Marketing', 'Email Marketing', 'Graphic Design', 'Public Relations', 'Photography', 'Photojournalism', 'Editing', 'Blogging', 'Content Strategy', 'Web Analytics', 'Sales', 'Press Releases', 'Web Content Writing', 'Newsletters', 'B2B Marketing', 'Corporate Events', 'Intergrated Marketing', 'Facebook', 'Adobe Photoshop', 'Microsoft Office', 'Content Management Systems \\(CMS\\)', 'Google Analytics', 'Problem Solving', 'Intercultural Communication', 'Interpersonal Communication', 'Public Speaking', 'Leadership', 'Customer Service', 'Time Management', 'Communication', 'Teamwork', 'Client Relations', 'Social Coll']"
1155,Building & Construction,['']
1156,Digital Media,['']
1157,Building & Construction,"['Construction Management', 'Project Management', 'Microsoft Office']"
1158,Digital Media,"['Social Media', 'Social Networking', 'Microsoft Office', 'Event Planning', 'Theatre', 'Editing', 'Entertainment', 'Social Media Marketing', 'Marketing', 'Public Relations', 'Facebook', 'Microsoft Excel', 'Microsoft PowerPoint', 'Management', 'Public Speaking', 'Leadership', 'Customer Service', 'Fundraising', 'Stage']"
1159,Building & Construction,"['Construction', 'teachical drawing ']"
1160,Digital Media,"['Web Design', 'Web Development', 'Web Analytics']"
1161,Building & Construction,"['Construction Management', 'Project Management', 'AutoCAD Architecture']"
1162,Digital Media,['']
1163,Building & Construction,"['Quote', 'Account Executives', 'New Opportunities']"
1164,Digital Media,"['Government', 'Strategic Communications', 'Public Policy']"
1165,Building & Construction,['']
1166,Digital Media,['']
1167,Building & Construction,['']
1168,Digital Media,"['Digital Media', 'Video Production', 'Broadcast']"
1183,Building & Construction,"['Sales', 'Business Development', 'New Business Development', 'Marketing', 'Team Building', 'People Development', 'closing sales', 'Enquiry Generations', 'Techno-commercial meeting', 'Presentation to Architect & consultants for Pre Engineered Building', 'payment collection']"
1184,Building & Construction,['']
1185,Building & Construction,"['Construction', 'Contract Management', 'Civil Engineering']"
1186,Building & Construction,"['Construction', 'Construction Management', 'Contract Negotiation', 'Project Management', 'Contract Management', 'Design-Build', 'Operations Management', 'Project Planning', 'Steel Structures', 'Budgets', 'Site Planning', 'Reinforced Concrete', 'Sales Management', 'Account Management', '3D rendering', 'Budgeting', 'Business Development', 'Negotiation', 'Customer Service', 'Management', 'New Business Development', 'Site Development', 'Foundation Design', 'Building Design', 'Process Improvement', 'Hazmat Operations', 'Sanitary Sewer', 'Storm Damage', 'Underground Storage Tanks', 'Septic Systems', 'Steel Buildings']"
1187,Building & Construction,['']
1188,Building & Construction,"['Research', 'C', 'Microsoft Excel']"
1189,Building & Construction,"['Renovation', 'Customer Service', 'Project Management']"
1190,Building & Construction,['AutoCAD']
1191,Building & Construction,"['Construction', 'Project Management', 'Microsoft Office']"
1192,Building & Construction,"['Building Construction', 'Indoor Air Quality', 'Labour Contractor']"
1193,Building & Construction,"['Mivan Shuttering', 'Residential Homes', 'Project Management']"
1194,Building & Construction,['']
1195,Building & Construction,"['Change Orders', 'Value Engineering', 'Process Scheduler']"
1196,Digital Media,['']
1197,Digital Media,"['Video Editing', 'Video Production', 'Film Production']"
1198,Digital Media,"['Microsoft Office', 'Customer Service', 'Microsoft Excel', 'Research', 'Web Design', 'Photography', 'Video Production', 'Video Editing', 'Digital Media', 'Social Media', 'Sales', 'Microsoft Word', 'Microsoft PowerPoint', 'Leadership', 'Public Speaking', 'Management', 'Team Building', 'Creativity Skills', '360 photography', '360 Tours']"
1199,Digital Media,['']
1200,Digital Media,['']
1201,Digital Media,"['Digital Marketing', 'Social Media Marketing', 'Digital Media']"
1202,Digital Media,['']
1203,Digital Media,"['Digital Marketing', 'Email Marketing', 'Social Media Marketing']"
1204,Digital Media,"['Media Planning', 'Digital Media', 'Online Marketing', 'Media Buying', 'Social Media Marketing', 'Marketing', 'Mobile Marketing', 'Digital Marketing', 'Campaign Management', 'Business Development', 'Brand Management', 'Marketing Strategy', 'Strategy', 'Mobile Advertising', 'Marketing Communications', 'Customer Insight', 'Online Advertising', 'Integrated Marketing', 'Social Media', 'Analytics', 'Digital Strategy', 'Google Analytics', 'Team Management', 'Lead Generation', 'Internet Strategy', 'Media Strategy', 'Consumer Insight Generation', 'New Business Development', 'New Media']"
1205,Digital Media,"['Customer Service', 'Leadership', 'Sales', 'Marketing', 'Project Management', 'Strategic Planning', 'Research', 'Social Media', 'Microsoft Office', 'Microsoft Excel', 'Microsoft Word', 'PowerPoint', 'Management', 'Public Speaking', 'Training']"
1206,Digital Media,"['Microsoft Office', 'Management', 'Project Management', 'Market Research', 'Sales', 'Marketing', 'Business Development', 'Customer Relationship Management \\(CRM\\)', 'Branding', 'Research', 'Microsoft Excel', 'Microsoft PowerPoint', 'Microsoft Word', 'Teamwork', 'Negotiation', 'Customer Service', 'Leadership', 'Networking']"
1207,Automobile,['']
1208,Automobile,['']
1209,Banking,"['Team Management', 'Banking', 'Finance', 'Risk Management', 'Foreign Exchange', 'Corporate Finance', 'Credit Risk', 'Financial Risk', 'Credit', 'Microsoft Office', 'Bank Mergers', 'Banking Regulation and supervision']"
1210,Engineering,"['Operations Management', 'Supply Chain Management', 'Logistics']"
1211,Automobile,['']
1212,Banking,"['Finance', 'Risk Management', 'Team Management']"
